Data Inicio,Mês,Ano,Atividade,Tipo de atividade,Detalhamento,Categoria,N° de participantes participantes,Modalidade,ESTADO,Participantes_limpo,Data_inicio
13/03/2025,março ,2025,Ação interna,Reunião interna,Reunião de alinhamento,CREA Jr,3,Online,Espirito Santo,3.0,2025-03-13
14/03/2025,março ,2025,Ação interna,Reunião interna,Reunião Alinhamento Dia Internacional da Floresta,CREA Jr,8,Online,Espirito Santo,8.0,2025-03-14
15/03/2025,março ,2025,Ação interna,Reunião interna,Reunião de alinhamento.,CREA Jr,3,Online,Espirito Santo,3.0,2025-03-15
13/03/2025,março ,2025,Participação,Evento,1° ENAME,Sistema,26,Presencial,Espirito Santo,26.0,2025-03-13
18/03/2025,março ,2025,Ação interna,Reunião interna,Reunião de alinhamento do evento do dia da árvore.,CREA Jr,8,Online,Espirito Santo,8.0,2025-03-18
19/03/2025,março ,2025,Ação interna,Treinamento,Treinamento do Setor de Projetos,CREA Jr,2,Online,Espirito Santo,2.0,2025-03-19
19/03/2025,março ,2025,Ação interna,Reunião interna,Reunião de Alinhamento - Projetos,CREA Jr,2,Online,Espirito Santo,2.0,2025-03-19
24/03/2025,março ,2025,Participação,Plenaria,Reunião da inspetoria de Colatina,CREA,6,Presencial,Espirito Santo,6.0,2025-03-24
22/03/2025,março ,2025,Ação externa,Ação social,Dia Internacional das Florestas e Árvores - Cultivando o Futuro com CREA Jr-ES,CREA Jr,9,Presencial,Espirito Santo,9.0,2025-03-22
22/03/2025,março ,2025,Ação externa,Ação social,Dia Internacional das Florestas e Árvores - Cultivando o Futuro com CREA Jr-ES,CREA Jr,5,Presencial,Espirito Santo,5.0,2025-03-22
22/03/2025,março ,2025,Ação externa,Ação social,Dia Internacional das Florestas e Árvores - Cultivando o Futuro com CREA Jr-ES,CREA Jr,7,Presencial,Espirito Santo,7.0,2025-03-22
21/03/2025,março ,2025,Ação externa,Ação social,DOAÇÃO DE MUDAS,CREA Jr,300,Presencial,Espirito Santo,300.0,2025-03-21
21/03/2025,março ,2025,Ação externa,Ação social,Dia Internacional das Florestas e Árvores - Cultivando o Futuro com CREA Jr-ES,CREA Jr,5,Presencial,Espirito Santo,5.0,2025-03-21
14/03/2025,março ,2025,Ação interna,Reunião interna,Integração,CREA Jr,6,Presencial,Espirito Santo,6.0,2025-03-14
25/03/2025,março ,2025,Ação interna,Treinamento,Reunião de Alinhamento e Treinamento Nucleo Guarapari,CREA Jr,7,Presencial,Espirito Santo,7.0,2025-03-25
24/03/2025,março ,2025,Ação interna,Reunião interna,Reunião de alinhamento - Diretoria de Projetos,CREA Jr,4,Online,Espirito Santo,4.0,2025-03-24
26/03/2025,março ,2025,Participação,Plenaria,Reunião da Inspetoria de Linhares,CREA,2,Presencial,Espirito Santo,2.0,2025-03-26
26/03/2025,março ,2025,Ação interna,Reunião,Reunião de alinhamento com Maranhão sobre o evento do dia da engenharia,CREA Jr,26,Online,Espirito Santo,26.0,2025-03-26
04/03/2025,março ,2025,Ação interna,Treinamento,Treinamento Projetos - Vitória,CREA Jr,8,Online,Espirito Santo,8.0,2025-03-04
28/03/2025,março ,2025,Ação interna,Palestras,Apresentação do Programa CREA-jr aos estudantes da área do Ifes de Guarapari,CREA Jr,20,Presencial,Espirito Santo,20.0,2025-03-28
06/03/2025,março ,2025,Ação interna,Treinamento,Treinamento Projetos - Vitória,CREA Jr,6,Online,Espirito Santo,6.0,2025-03-06
28/03/2025,março ,2025,Participação,Plenaria,Reunião da Inspetoria Guarapari,CREA,9,Presencial,Espirito Santo,9.0,2025-03-28
28/03/2025,março ,2025,Ação interna,Reunião interna,Reunião de alinhamento,CREA Jr,5,Online,Espirito Santo,5.0,2025-03-28
07/04/2025,abril ,2025,Ação interna,Reunião interna,Reunião de alinhamento,CREA Jr,2,Online,Espirito Santo,2.0,2025-04-07
02/04/2025,abril ,2025,Ação interna,Reunião interna,Reunião de alinhamento,CREA Jr,7,Online,Espirito Santo,7.0,2025-04-02
01/04/2025,abril ,2025,Ação interna,Reunião interna,Reunião de alinhamento,CREA Jr,4,Online,Espirito Santo,4.0,2025-04-01
29/03/2025,março ,2025,Ação interna,Reunião interna,Reunião de alinhamento,CREA Jr,20,Online,Espirito Santo,20.0,2025-03-29
27/03/2025,março ,2025,Ação interna,Reunião interna,Reunião de alinhamento,CREA Jr,20,Online,Espirito Santo,20.0,2025-03-27
09/04/2025,abril ,2025,Ação interna,Reunião interna,Reunião de alinhamento,CREA Jr,9,Online,Espirito Santo,9.0,2025-04-09
29/03/2025,março ,2025,Ação interna,Reunião interna,Reunião de alinhamento,CREA Jr,8,Online,Espirito Santo,8.0,2025-03-29
01/04/2025,abril ,2025,Ação interna,Reunião interna,Reunião de alinhamento,CREA Jr,5,Online,Espirito Santo,5.0,2025-04-01
02/04/2025,abril ,2025,Ação interna,Reunião interna,Reunião de alinhamento,CREA Jr,5,Online,Espirito Santo,5.0,2025-04-02
03/04/2025,abril ,2025,Ação interna,Reunião interna,Reunião de alinhamento,CREA Jr,5,Online,Espirito Santo,5.0,2025-04-03
04/04/2025,abril ,2025,Ação interna,Reunião interna,Reunião de alinhamento,CREA Jr,5,Online,Espirito Santo,5.0,2025-04-04
14/04/2025,abril ,2025,Ação interna,Reunião interna,Reunião Diretoria de Comunicação,CREA Jr,3,Online,Espirito Santo,3.0,2025-04-14
14/04/2025,abril ,2025,Ação interna,Reunião interna,Reuniçao Comunicação Estadual,CREA Jr,5,Online,Espirito Santo,5.0,2025-04-14
15/04/2025,abril ,2025,Ação interna,Treinamento,Reunião alinhamento com o supervisor de alegre,CREA Jr,2,Online,Espirito Santo,2.0,2025-04-15
19/04/2025,abril ,2025,Ação interna,Capacitação,Treinamento com a diretoria de comunicação com o diretor de comunicação do CREA Jr PI- sobre IA no designer,CREA Jr,2,Online,Espirito Santo,2.0,2025-04-19
19/04/2025,abril ,2025,Participação,Treinamento,Participação da diretoria de comunicação na reunião da comunicação do CREA Jr-PI,CREA Jr,12,Online,Espirito Santo,12.0,2025-04-19
01/04/2025,abril ,2025,Ação interna,Reunião interna,Reunião de alinhamento comunicação,CREA Jr,3,Online,Espirito Santo,3.0,2025-04-01
09/04/2025,abril ,2025,Ação interna,Reunião interna,Reunião de Alinhamento - CREA Jr e Comunicação CREA-ES,CREA Jr,7,Online,Espirito Santo,7.0,2025-04-09
09/04/2025,abril ,2025,Ação interna,Reunião interna,Reunião de Alinhamento Projetos,CREA Jr,2,Online,Espirito Santo,2.0,2025-04-09
11/04/2025,abril ,2025,Ação interna,Desenvolvimento interno,Integração dos novos membros,CREA Jr,14,Online,Espirito Santo,14.0,2025-04-11
14/04/2025,abril ,2025,Ação interna,Reunião interna,Integração dos novos membros,CREA Jr,3,Online,Espirito Santo,3.0,2025-04-14
16/04/2025,abril ,2025,Participação,Reunião,Reunião Comissão,CREA Jr,4,Online,Espirito Santo,4.0,2025-04-16
25/04/2025,abril ,2025,Participação,Reunião,Reunião Comissão,CREA Jr,15,Online,Espirito Santo,15.0,2025-04-25
03/04/2025,abril ,2025,Ação interna,Processo seletivo,Entrevistas individuais do Processo Seletivo Unificado 2025/1,CREA Jr,6,Online,Espirito Santo,6.0,2025-04-03
03/04/2025,abril ,2025,Participação,Workshop,Workshop Pavimentação de Concreto: Transformando a Pavimentação com Sustentabilidade,CREA,60,Online,Espirito Santo,60.0,2025-04-03
08/04/2025,abril ,2025,Ação interna,Reunião interna,Reunião geral do núcleo,CREA Jr,13,Online,Espirito Santo,13.0,2025-04-08
14/04/2025,abril ,2025,Ação interna,Treinamento,Treinamento com os assessores de projetos,CREA Jr,6,Online,Espirito Santo,6.0,2025-04-14
23/04/2025,abril ,2025,Participação,Palestras,Participação na palestra “Engenharia de pesca: atuação profissional e mercado de trabalho”,CREA Jr,,Presencial,Espirito Santo,,2025-04-23
01/04/2025,abril ,2025,Participação,Reunião,Reunião de Posse dos Novos Inspetores da Serra e Vila Velha,Sistema,12,Presencial,Espirito Santo,12.0,2025-04-01
09/04/2025,abril ,2025,Ação interna,Reunião interna,Reunião de alinhamento,CREA Jr,10,Online,Espirito Santo,10.0,2025-04-09
22/04/2025,abril ,2025,Ação interna,Palestras,Pimenta-Rosa: Fruto da Aroeira de Valor Econômico e Social do Bioma Mata Atlântica,CREA Jr,55,Online,Espirito Santo,55.0,2025-04-22
04/05/2025,maio ,2025,Ação externa,Workshop,Oficina de culinária - pimenta rosa,CREA Jr,8,Presencial,Espirito Santo,8.0,2025-05-04
11/04/2025,abril ,2025,Ação interna,Reunião interna,Reunião de alinhamento dos líderes do núcleo Vitória,CREA Jr,4,Online,Espirito Santo,4.0,2025-04-11
12/04/2025,abril ,2025,Ação interna,Reunião interna,Reunião de Boas Vindas aos novos membros do núcleo Vitória,CREA Jr,27,Online,Espirito Santo,27.0,2025-04-12
14/04/2025,abril ,2025,Ação interna,Palestras,EPI com Propósito: Como Engenheiros Influenciam a Cultura de Segurança,CREA Jr,44,Online,Espirito Santo,44.0,2025-04-14
28/04/2025,abril ,2025,Ação interna,Reunião interna,Reunião de alinhamento dos líderes do núcleo Vitória,CREA Jr,3,Online,Espirito Santo,3.0,2025-04-28
17/05/2025,maio ,2025,Ação interna,Capacitação,Treinamento Interno de Comunicação Basica com Junior Motta,CREA Jr,20,Online,Espirito Santo,20.0,2025-05-17
05/05/2025,maio ,2025,Ação interna,Workshop,"Mesa-Redonda de Boas-Vindas aos Calouros 2025: ""Nosso Papel na Terra: Ciência e Inovação para um Amanhã Sustentável""",CREA Jr,60,Presencial,Espirito Santo,60.0,2025-05-05
14/05/2025,maio ,2025,Ação interna,Ciclo de Palestras,Painel: O Futuro da Engenharia no Brasil,CREA Jr,99,Online,Espirito Santo,99.0,2025-05-14
10/05/2025,maio ,2025,Ação interna,Ação social,SIMULADO PRE ENEM SOCIAL,Parceria,40,Presencial,Espirito Santo,40.0,2025-05-10
08/05/2025,maio ,2025,Participação,Semana de engenharia,Engenharia: Formação e Oportunidades no Mercado de Trabalho,CREA Jr,50,Presencial,Espirito Santo,50.0,2025-05-08
05/05/2025,maio ,2025,Ação interna,Reunião,Reunião de alinhamento do setor de projetos,CREA Jr,3,Online,Espirito Santo,3.0,2025-05-05
10/05/2025,maio ,2025,Ação interna,Reunião,Reunião geral do núcleo Colatina,CREA Jr,17,Online,Espirito Santo,17.0,2025-05-10
12/05/2025,maio ,2025,Ação interna,Treinamento,Treinamento com núcleo Guarapari - Projetos,CREA Jr,3,Online,Espirito Santo,3.0,2025-05-12
13/05/2025,maio ,2025,Ação interna,Treinamento,Treinamento interno projeto,CREA Jr,3,Online,Espirito Santo,3.0,2025-05-13
12/05/2025,maio ,2025,Participação,Semana de engenharia,19° Semana da Engenharia,CREA Jr,10,Presencial,Espirito Santo,10.0,2025-05-12
16/05/2025,maio ,2025,Participação,Semana de engenharia,19° Semana da Engenharia - Vieram participar apenas em 1 dia,CREA Jr,37,Presencial,Espirito Santo,37.0,2025-05-16
22/05/2025,maio ,2025,Ação interna,Palestras,Palestra “Adulteraçoes na cadeia produtiva do pescado”,CREA Jr,60,Online,Espirito Santo,60.0,2025-05-22
21/05/2025,maio ,2025,Ação externa,Semana de engenharia,Semana da Engenharia Centro Universitário Salesiano.,CREA Jr,50,Presencial,Espirito Santo,50.0,2025-05-21
20/05/2025,maio ,2025,Ação interna,Reunião,REUNIÃO DE PARCERIA - NUCLEO ALEGRE E VINICIUS,CREA Jr,4,Online,Espirito Santo,4.0,2025-05-20
22/05/2025,maio ,2025,Ação interna,Palestras,Apresentação institucional Semana da Engenharia do Centro Universitário Salesiano,CREA Jr,50,Presencial,Espirito Santo,50.0,2025-05-22
24/05/2025,maio ,2025,Ação interna,Treinamento,Treinamento de Projetos com núcleo Cachoeiro de Itapemirim,CREA Jr,7,Online,Espirito Santo,7.0,2025-05-24
24/05/2025,maio ,2025,Ação interna,Treinamento,Treinamento de Projetos com núcleo de Vitoria,CREA Jr,9,Online,Espirito Santo,9.0,2025-05-24
24/05/2025,maio ,2025,Ação interna,Treinamento,Treinamento de Projetos com núcleo de Guarapari,CREA Jr,5,Online,Espirito Santo,5.0,2025-05-24
24/05/2025,maio ,2025,Ação interna,Treinamento,Treinamento de Projetos com núcleo de Colatina,CREA Jr,4,Online,Espirito Santo,4.0,2025-05-24
26/05/2025,maio ,2025,Ação interna,Reunião,Reuniao de Alinhamento - Diretoria de Projetos,CREA Jr,4,Online,Espirito Santo,4.0,2025-05-26
27/05/2025,maio ,2025,Ação interna,Reunião,Reunião de alinhamento - Evento 28/05/2025 - setor de projetos - Colatina,CREA Jr,4,Online,Espirito Santo,4.0,2025-05-27
28/05/2025,maio ,2025,Ação interna,Palestras,DA GRADUAÇÃO À ATUAÇÃO PROFISSIONAL - ENTENDA SEU LUGAR NO AGRO E NO SISTEMA,CREA Jr,55,Presencial,Espirito Santo,55.0,2025-05-28
28/05/2025,maio ,2025,Ação interna,Palestras,PALESTRA INSTITUCIONAL - APRESENTAÇÃO DO CREA JR,CREA Jr,55,Presencial,Espirito Santo,55.0,2025-05-28
29/05/2025,maio ,2025,Participação,Plenaria,12° CEP,CREA,3,Presencial,Espirito Santo,3.0,2025-05-29
29/05/2025,maio ,2025,Ação interna,Reunião,Reunião de alinhamento com os líderes do núcleo Colatina.,CREA Jr,7,Online,Espirito Santo,7.0,2025-05-29
15/05/2025,maio ,2025,Ação interna,Desenvolvimento interno,Integração,CREA Jr,11,Presencial,Espirito Santo,11.0,2025-05-15
